City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,irricana,51.3237,-113.6048,8.5,37,95,2.65,CA,1681336831
273,shahreza,32.0339,51.8794,16.67,46,100,1.76,IR,1681337125
274,nalut,30.3333,10.85,17.92,16,0,2.21,LY,1681337125
275,saint-francois,46.4154,3.9054,7.69,66,0,5.66,FR,1681336867
276,bull savanna,17.8868,-77.5902,26.64,67,32,3.02,JM,1681337126
277,cabo san lucas,22.8909,-109.9124,30.34,36,81,6.16,MX,1681336852
278,donghai,22.9459,115.642,21.3,77,100,2.4,CN,1681337126
279,bodden town,19.2833,-81.25,29.0,68,20,2.06,KY,1681336995
280,norman wells,65.282,-126.8329,1.02,51,75,3.6,CA,1681337127
281,chuy,-33.6971,-53.4616,17.78,84,98,5.0,UY,1681337127
282,upata,8.0086,-62.3989,30.11,39,93,4.17,VE,1681337043
283,olafsvik,64.8945,-23.7142,3.61,73,100,3.57,IS,1681337127
284,cap malheureux,-19.9842,57.6142,24.15,88,56,3.54,MU,1681337127
285,jambi,-1.6,103.6167,23.14,98,92,0.2,ID,1681337128
286,big bend,-26.8167,31.9333,22.54,93,88,1.74,SZ,1681336946
287,ram das,31.9661,74.9047,21.95,28,0,1.6,IN,1681337128
288,hervey bay,-25.2986,152.8535,22.57,68,0,7.35,AU,1681337128
289,kalabo,-14.97,22.6814,21.24,74,100,1.27,ZM,1681337128
290,bayir,37.2687,28.2167,7.29,84,18,0.87,TR,1681337129
291,ilulissat,69.2167,-51.1,-4.99,93,100,1.54,GL,1681337129
292,ulvik,60.5672,6.9187,6.17,72,100,3.66,NO,1681337129
293,kushmurun,52.4503,64.6311,6.44,52,13,2.25,KZ,1681337130
294,sao joao da barra,-21.6403,-41.0511,24.05,83,100,2.65,BR,1681337130
295,zhigansk,66.7697,123.3711,-22.0,100,100,1.74,RU,1681337130
296,nara,34.6851,135.8049,8.78,73,0,0.19,JP,1681337094
297,kokopo,-4.352,152.2633,25.62,88,100,5.29,PG,1681337131
298,salinopolis,-0.6136,-47.3561,26.14,87,93,3.34,BR,1681337048
299,balao,-2.9167,-79.8167,26.94,82,100,1.8,EC,1681337131
300,huarmey,-10.0681,-78.1522,25.72,77,97,3.88,PE,1681337131
301,okuchi,32.0667,130.6167,6.38,61,65,1.02,JP,1681337131
302,saldanha,-33.0117,17.9442,15.03,77,100,2.44,ZA,1681337131
303,asfi,32.2994,-9.2372,15.98,89,35,7.58,MA,1681337132
304,vrangel,42.7297,133.0839,3.92,60,6,0.87,RU,1681337132
305,jawhar,2.7809,45.5005,27.21,75,100,4.32,SO,1681337132
306,naze,28.3667,129.4833,16.51,71,55,4.57,JP,1681337133
307,yucca valley,34.1142,-116.4322,26.29,30,100,8.05,US,1681337133
308,ibara,34.6,133.4667,11.4,72,0,1.23,JP,1681337133
309,pasil,17.3833,121.1333,19.55,95,91,2.15,PH,1681337134
310,kidal,18.4411,1.4078,29.53,14,97,1.45,ML,1681337134
311,chateau-thierry,49.05,3.4,6.87,76,56,10.25,FR,1681337134
312,sao jose da coroa grande,-8.8978,-35.1478,25.88,84,83,3.69,BR,1681337134
313,fare,-16.7,-151.0167,27.87,68,34,3.51,PF,1681337134
314,karasjok,69.4719,25.5112,-7.48,92,43,2.42,NO,1681337134
315,creel,27.75,-107.6333,20.42,16,40,8.15,MX,1681337135
316,hamilton,39.1834,-84.5333,25.97,29,0,5.66,US,1681337135
317,farah,32.5,62.5,22.89,11,61,1.67,AF,1681337135
318,acapulco,16.8634,-99.8901,30.9,62,0,5.14,MX,1681337111
319,ubinskoye,55.3068,79.6802,2.02,74,100,5.36,RU,1681337135
320,la rinconada,37.4873,-5.9826,21.1,53,0,3.09,ES,1681337135
321,teguldet,57.3064,88.1667,-1.63,94,100,5.68,RU,1681337135
322,cutervo,-6.379,-78.8157,15.22,76,79,1.13,PE,1681337136
323,bathsheba,13.2167,-59.5167,27.34,69,20,7.2,BB,1681336978
324,ouesso,1.6136,16.0517,22.76,79,98,0.06,CG,1681337136
325,youhao,47.8667,128.8333,0.06,62,36,1.94,CN,1681337136
326,burns lake,54.2331,-125.7533,6.68,66,71,3.01,CA,1681337108
327,faya,18.3851,42.4509,16.06,65,9,3.75,SA,1681337136
328,punta alta,-38.8759,-62.0736,13.37,46,72,8.83,AR,1681336886
329,tiksi,71.6872,128.8694,-25.41,100,95,1.07,RU,1681337136
330,bandarbeyla,9.4942,50.8122,27.94,75,95,3.12,SO,1681337136
331,joensuu,62.6012,29.7632,0.27,68,0,4.12,FI,1681337137
332,avera,33.194,-82.5271,25.86,40,30,2.22,US,1681337101
333,hofn,64.2539,-15.2082,3.74,78,28,4.74,IS,1681337137
334,nemuro,43.3236,145.575,2.72,73,2,6.88,JP,1681337137
335,siuri,23.9167,87.5333,27.86,18,0,3.37,IN,1681337137
336,gorzow wielkopolski,52.7368,15.2288,9.62,62,86,3.83,PL,1681337137
337,tazovskiy,67.4667,78.7,-20.66,97,99,5.83,RU,1681337137
338,chapais,49.7834,-74.8492,2.88,75,56,1.87,CA,1681336978
339,boo,59.3333,18.2833,7.32,84,75,1.54,SE,1681337137
340,namibe,-15.1961,12.1522,23.08,68,49,3.78,AO,1681337137
341,vanavara,60.34,102.2797,-14.33,96,99,2.28,RU,1681337138
342,honningsvag,70.9821,25.9704,0.86,55,21,5.14,NO,1681337138
343,sao filipe,14.8961,-24.4956,22.59,77,20,2.89,CV,1681337138
344,aracaju,-10.9111,-37.0717,27.97,69,20,5.14,BR,1681337138
345,bosaso,11.2842,49.1816,29.25,65,91,1.49,SO,1681337138
346,mao,39.8885,4.2658,15.31,82,20,11.83,ES,1681337138
347,amloh,30.6084,76.2319,23.95,22,0,2.65,IN,1681337138
348,cherskiy,68.75,161.3,-20.88,95,100,2.34,RU,1681337138
349,kerema,-7.9631,145.7785,25.56,90,98,4.42,PG,1681337139
350,nabire,-3.3667,135.4833,24.42,83,55,1.29,ID,1681337139
351,asau,46.4333,26.4,8.51,92,75,2.06,RO,1681337139
352,gornji milanovac,44.0333,20.45,2.05,71,38,0.81,RS,1681337139
353,canoinhas,-26.1772,-50.39,18.41,66,11,0.54,BR,1681337014
354,awjilah,29.1081,21.2869,16.68,35,0,2.56,LY,1681337139
355,hailar,49.2,119.7,-3.49,58,0,1.88,CN,1681337139
356,azul,-36.777,-59.8585,14.3,44,87,6.54,AR,1681337140
357,puquio,-14.7,-74.1333,13.48,72,97,4.5,PE,1681337140
358,igarka,67.4667,86.5833,-27.15,99,100,3.31,RU,1681337140
359,imeni karla libknekhta,51.6232,35.4775,11.72,63,100,6.88,RU,1681337140
360,lucapa,-8.4192,20.7447,18.3,98,98,0.74,AO,1681337140
361,poum,-20.2333,164.0167,26.15,77,4,3.27,NC,1681337140
362,hay river,60.8156,-115.7999,0.98,74,20,3.6,CA,1681337140
363,babstovo,48.1167,132.4833,1.65,65,100,6.06,RU,1681337141
364,katima mulilo,-17.5,24.2667,18.85,44,5,2.13,NA,1681337141
365,rumphi,-11.0186,33.8575,18.08,96,100,1.48,MW,1681337141
366,urumqi,43.801,87.6005,4.53,81,0,1.0,CN,1681337141
367,bengkulu,-3.8004,102.2655,23.65,90,83,1.8,ID,1681337141
368,iberia,29.9502,-91.7507,23.04,56,100,6.69,US,1681337141
369,luzino,54.9481,73.0353,1.87,75,0,4.0,RU,1681337142
370,hobyo,5.3505,48.5268,28.02,76,99,4.76,SO,1681337142
371,ixtapa,20.7,-105.2,25.57,65,100,4.63,MX,1681337142
372,ryotsu,38.0833,138.4333,10.94,61,0,10.18,JP,1681337118
373,dingle,10.9995,122.6711,23.35,83,78,0.7,PH,1681336993
374,kumluca,36.3703,30.2869,13.36,69,98,3.15,TR,1681337142
375,bontang,0.1333,117.5,24.96,90,81,1.65,ID,1681337142
376,avenal,36.0041,-120.129,19.87,50,99,2.23,US,1681337142
377,vestmannaeyjar,63.4427,-20.2734,5.87,67,99,3.64,IS,1681337143
378,dwarka,22.2394,68.9678,26.21,77,100,5.6,IN,1681337143
379,labuhan,-6.8844,112.2051,25.63,88,100,3.39,ID,1681337143
380,chandbali,20.7833,86.7667,26.79,59,0,3.39,IN,1681337143
381,lasa,46.6166,10.7002,8.35,99,100,0.52,IT,1681337143
382,batagay-alyta,67.8006,130.4114,-19.61,93,49,1.75,RU,1681337143
383,irbit,57.6705,63.071,2.59,85,35,2.89,RU,1681337143
384,verkhoyansk,67.5447,133.385,-17.1,97,47,0.63,RU,1681337143
385,bubaque,11.2833,-15.8333,24.92,77,77,8.55,GW,1681337143
386,chulumani,-16.4096,-67.5263,21.78,79,40,1.63,BO,1681337143
387,peranamallur,12.5667,79.4333,24.7,55,0,1.36,IN,1681337144
388,basco,20.4487,121.9702,25.4,86,100,10.63,PH,1681337144
389,chintamani,13.4,78.0667,21.19,36,0,2.2,IN,1681337144
390,mangla,31.8931,72.3817,25.32,27,0,1.48,PK,1681337144
391,thinadhoo,0.5333,72.9333,27.96,72,16,1.32,MV,1681337144
392,maraa,-1.8333,-65.3667,25.21,94,100,1.45,BR,1681337144
393,makasar,-5.14,119.4221,24.03,83,20,1.54,ID,1681337144
394,gualeguaychu,-33.0094,-58.5172,18.27,84,91,6.94,AR,1681337145
395,corn island,12.1694,-83.0418,26.75,78,13,6.27,NI,1681337145
396,ust-tsilma,65.441,52.1498,-19.19,91,1,2.97,RU,1681337145
397,nioro,13.35,-15.75,31.47,36,95,4.79,GM,1681337145
398,tijuana,32.5333,-117.0167,18.55,81,75,4.63,MX,1681337145
399,hornepayne,49.2138,-84.7705,11.39,91,79,2.69,CA,1681337145
400,san patricio,28.017,-97.5169,26.76,41,0,3.17,US,1681337008
401,marsabit,2.3284,37.9899,22.47,55,96,5.07,KE,1681337145
402,ketchikan,55.3422,-131.6461,6.26,65,100,6.17,US,1681337145
403,campoverde,-8.4753,-74.8058,32.83,70,99,1.28,PE,1681337145
404,ahipara,-35.1667,173.1667,19.16,86,36,3.27,NZ,1681337146
405,doba,8.65,16.85,31.81,29,100,1.31,TD,1681337146
406,san pedro,14.35,121.0167,24.57,94,75,2.06,PH,1681337146
407,guerrero,17.6667,-100.0,27.35,44,94,1.71,MX,1681337146
408,port blair,11.6667,92.75,25.71,83,66,1.96,IN,1681337146
409,ancud,-41.8697,-73.8203,13.57,74,100,2.12,CL,1681337049
410,bonavista,48.6499,-53.1147,0.43,91,100,4.33,CA,1681337146
411,whitianga,-36.8333,175.7,19.03,81,19,0.83,NZ,1681337146
412,plainview,40.7765,-73.4673,29.15,27,0,5.66,US,1681337146
413,ulagan,50.6321,87.9563,-11.4,90,46,1.4,RU,1681337147
414,kjollefjord,70.9457,27.3465,1.03,64,0,8.23,NO,1681337147
415,tarabha,20.7333,83.65,26.24,20,2,1.2,IN,1681337147
416,manitouwadge,49.1215,-85.8403,6.55,100,100,1.4,CA,1681337147
417,antofagasta,-23.65,-70.4,21.6,78,3,2.77,CL,1681336969
418,khandagayty,50.7333,92.05,-11.9,69,16,2.37,RU,1681337147
419,andenes,69.3143,16.1194,4.99,70,0,5.14,NO,1681337147
420,eureka,40.8021,-124.1637,12.6,62,7,5.81,US,1681337148
421,bakel,14.905,-12.4568,35.77,24,63,4.1,SN,1681337148
422,guiratinga,-16.3494,-53.7583,25.45,70,100,1.2,BR,1681337148
423,navolato,24.7672,-107.6944,31.1,15,50,6.05,MX,1681337105
424,dzerzhinskoye,56.8344,95.2283,-3.82,80,99,4.29,RU,1681337148
425,edd,13.9297,41.6925,30.72,56,94,8.93,ER,1681337148
426,khandyga,62.6667,135.6,-5.57,93,99,1.33,RU,1681337148
427,oktyabrskiy,54.4815,53.471,8.06,47,56,0.67,RU,1681337148
428,oktyabrskoye,43.0645,44.7417,13.08,82,100,4.0,RU,1681337148
429,angoche,-16.2325,39.9086,24.32,87,74,2.25,MZ,1681337148
430,dongsheng,39.8161,109.9776,8.23,40,80,7.53,CN,1681337149
431,cedar city,37.6775,-113.0619,18.0,25,0,12.35,US,1681337037
432,ongole,15.5,80.05,26.77,58,0,3.27,IN,1681337149
433,vila velha,-20.3297,-40.2925,25.97,81,75,2.06,BR,1681336976
434,ouadda,8.0777,22.4007,24.1,60,100,0.86,CF,1681337149
435,plock,52.5468,19.7064,6.4,77,62,2.06,PL,1681337149
436,guangyuan,32.442,105.823,18.15,85,100,1.45,CN,1681337150
437,bang saphan,11.2126,99.5117,24.15,92,90,2.28,TH,1681337150
438,bougouni,11.417,-7.479,32.74,17,37,1.66,ML,1681337150
439,chicama,-7.8447,-79.1469,28.3,68,95,4.18,PE,1681337150
440,shimoda,34.6667,138.95,12.84,73,0,3.16,JP,1681337151
441,ponnani,10.767,75.9252,26.62,77,3,1.54,IN,1681337151
442,kaeo,-35.1,173.7833,18.51,98,33,3.1,NZ,1681337151
443,amga,60.8953,131.9608,-9.03,87,100,1.21,RU,1681337151
444,flinders,-34.5833,150.8552,16.77,87,87,3.13,AU,1681337151
445,kamaishi,39.2667,141.8833,7.96,59,1,4.01,JP,1681337152
446,pyay,18.8167,95.2167,26.43,43,4,1.35,MM,1681337152
447,grand gaube,-20.0064,57.6608,24.22,88,41,3.65,MU,1681337152
448,coihaique,-45.5752,-72.0662,11.34,53,0,3.6,CL,1681337152
449,krasnoselkup,65.7,82.4667,-26.84,98,83,3.99,RU,1681337152
450,gillette,44.2911,-105.5022,16.73,33,0,2.57,US,1681337152
451,lithakia,37.7167,20.8333,10.65,87,0,4.19,GR,1681337152
452,san jose de guanipa,8.8872,-64.1651,34.1,26,49,3.99,VE,1681337153
453,shevchenkove,49.6959,37.1735,9.98,74,100,6.5,UA,1681337153
454,mendi,-6.1761,143.6513,13.75,98,100,0.7,PG,1681337153
455,samarai,-10.6167,150.6667,27.12,83,66,0.67,PG,1681337153
456,smithers,54.7804,-127.1743,9.18,37,40,2.57,CA,1681337153
457,wanaka,-44.7,169.15,13.39,81,100,1.34,NZ,1681337153
458,lovendegem,51.1024,3.6267,7.34,80,100,12.06,BE,1681337154
459,tilichiki,60.4667,166.1,-15.28,79,100,3.67,RU,1681337154
460,bay city,43.5945,-83.8889,27.18,34,0,9.77,US,1681336953
461,port keats,-14.25,129.55,25.77,87,100,2.44,AU,1681337154
462,brooks,50.5834,-111.8851,7.99,51,96,2.06,CA,1681337154
463,lagoa,39.05,-27.9833,15.29,89,98,5.59,PT,1681337154
464,marsassoum,12.8275,-15.9806,27.05,53,99,5.04,SN,1681337154
465,srednekolymsk,67.45,153.6833,-15.08,84,100,0.87,RU,1681337154
466,saint george,37.1041,-113.5841,26.35,19,0,8.75,US,1681337154
467,aksu,41.1231,80.2644,11.24,37,10,1.98,CN,1681337154
468,cortez,37.3489,-108.5859,21.42,20,75,4.12,US,1681337155
469,aiquile,-18.2041,-65.1807,19.03,65,57,2.68,BO,1681337155
470,byron bay,-28.65,153.6167,20.39,47,19,1.65,AU,1681336857
471,comodoro rivadavia,-45.8667,-67.5,7.92,42,0,0.51,AR,1681337155
472,camargo,27.6667,-105.1667,29.41,15,0,1.63,MX,1681337126
473,dalvik,65.9702,-18.5286,1.96,89,98,1.8,IS,1681337155
474,chik,54.9928,82.4311,3.86,47,0,7.0,RU,1681337155
475,nagato,34.3833,131.2,11.96,59,0,2.59,JP,1681337155
476,bad wurzach,47.9,9.9,7.25,81,100,5.41,DE,1681337156
477,lubumbashi,-11.6609,27.4794,16.75,97,99,1.09,CD,1681336899
478,xining,36.6167,101.7667,7.25,50,52,0.31,CN,1681337156
479,pimentel,-6.8367,-79.9342,29.16,61,75,6.17,PE,1681337156
480,morgan city,29.6994,-91.2068,21.11,68,75,7.2,US,1681337156
481,brae,60.3964,-1.353,5.7,84,43,6.43,GB,1681337156
482,bethel,41.3712,-73.414,27.42,33,6,1.34,US,1681337156
483,sabang,5.8933,95.3214,27.95,75,71,2.47,ID,1681337156
484,flagstaff,35.1981,-111.6513,19.22,16,0,10.29,US,1681337131
485,luena,-11.7833,19.9167,17.57,93,99,0.51,AO,1681337157
486,papara,-3.9839,-38.7273,27.6,88,92,0.86,BR,1681337157
487,pochutla,15.7432,-96.4661,32.12,46,62,3.15,MX,1681337157
488,port macquarie,-31.4333,152.9167,14.38,93,45,1.56,AU,1681337157
489,monywa,22.1167,95.1333,28.69,25,0,3.27,MM,1681337157
490,kupang,-10.1667,123.5833,23.32,100,20,1.54,ID,1681337157
491,bestobe,52.4994,73.0975,4.98,62,49,5.45,KZ,1681337158
492,carballo,43.213,-8.691,10.48,85,17,1.82,ES,1681337158
493,sakakah,29.9697,40.2064,13.76,51,0,9.18,SA,1681337158
494,serenje,-13.2325,30.2352,17.22,96,100,3.25,ZM,1681337158
495,malakal,9.5334,31.6605,31.4,39,88,2.26,SS,1681337158
496,samana,19.2056,-69.3369,30.12,66,75,3.09,DO,1681337158
497,caluquembe,-13.7833,14.6833,15.86,87,100,1.63,AO,1681337158
498,giresun,40.5,38.5,-3.12,100,100,2.63,TR,1681337158
499,luanda,-8.8368,13.2343,24.0,88,75,2.06,AO,1681337130
500,ostersund,63.1792,14.6357,5.25,87,40,7.2,SE,1681337017
501,haines junction,60.7522,-137.5108,3.97,35,100,1.54,CA,1681337159
502,juneau,58.3019,-134.4197,3.56,93,100,6.17,US,1681337159
503,port-gentil,-0.7193,8.7815,27.12,79,98,1.4,GA,1681337159
504,richards bay,-28.783,32.0377,21.14,77,100,4.88,ZA,1681337159
505,oblivskaya,48.5362,42.5014,12.15,62,88,7.69,RU,1681337159
506,dosso,13.049,3.1937,32.1,16,48,4.05,NE,1681337159
507,kostomuksha,64.571,30.5767,-6.65,93,27,3.83,RU,1681337159
508,kodinsk,58.6881,99.1844,-8.09,88,97,3.02,RU,1681337159
509,baruun-urt,46.6806,113.2792,-0.47,34,46,4.06,MN,1681337159
510,ossora,59.2353,163.0719,-12.25,73,35,1.49,RU,1681337160
511,gisborne,-38.6533,178.0042,19.77,61,33,1.48,NZ,1681337160
512,talnakh,69.4865,88.3972,-25.15,98,100,2.51,RU,1681337160
513,pelotas,-31.7719,-52.3425,22.01,83,100,2.57,BR,1681336973
514,jadu,31.953,12.0261,17.93,19,0,3.62,LY,1681337160
515,alice springs,-23.7,133.8833,21.75,43,100,3.6,AU,1681336887
516,biak,-0.9131,122.8766,24.87,82,76,0.84,ID,1681337160
517,sabaudia,41.3003,13.0282,14.32,97,3,2.6,IT,1681337160
518,egvekinot,66.3167,-179.1667,-17.67,89,100,3.03,RU,1681337160
519,nandigama,16.7833,80.3,27.93,49,9,2.03,IN,1681337161
520,nuevo progreso,23.1667,-97.95,25.26,47,90,3.58,MX,1681337161
521,huamuxtitlan,17.8167,-98.5667,33.56,23,54,2.98,MX,1681337161
522,sistranda,63.7256,8.834,8.98,77,75,12.92,NO,1681337161
523,chipinge,-20.1883,32.6236,14.96,90,43,2.01,ZW,1681337161
524,guymon,36.6828,-101.4816,32.0,14,0,8.75,US,1681337161
525,karla,59.3723,24.9275,10.08,82,0,3.6,EE,1681337161
526,okhotsk,59.3833,143.3,-11.65,95,76,2.67,RU,1681337161
527,broken hill,-31.95,141.4333,11.75,79,0,4.77,AU,1681337162
528,dubti,11.7361,41.0853,28.22,62,100,6.23,ET,1681337162
529,porsa,26.67,78.3747,27.64,25,39,1.52,IN,1681337162
530,nhamunda,-2.1861,-56.7131,25.63,91,64,1.21,BR,1681337162
531,nenton,15.8,-91.75,30.5,36,41,4.19,GT,1681337163
532,kathu,7.9178,98.3332,27.9,80,72,3.57,TH,1681337163
533,presidencia roque saenz pena,-26.7852,-60.4388,27.25,56,44,1.73,AR,1681337163
534,waddan,29.1614,16.139,17.91,18,0,3.27,LY,1681337163
535,gigmoto,13.7796,124.39,25.48,87,100,4.11,PH,1681337163
536,beloha,-25.1667,45.05,20.73,94,0,2.04,MG,1681337164
537,itacoatiara,-3.1431,-58.4442,25.82,89,83,0.73,BR,1681337164
538,bar harbor,44.3876,-68.2039,13.47,40,0,7.15,US,1681337067
539,aquiraz,-3.9014,-38.3911,28.43,77,94,2.06,BR,1681336914
540,yantal,56.8471,105.2542,-10.92,99,98,1.62,RU,1681337164
541,la tuque,47.4334,-72.7824,11.14,35,81,3.09,CA,1681336875
542,kushiro,42.975,144.3747,4.53,60,20,2.57,JP,1681337165
543,kailua,21.4022,-157.7394,27.99,72,40,5.14,US,1681337165
544,ionia,42.9873,-85.0711,26.19,27,0,9.26,US,1681337165
545,svetlaya,46.5389,138.3297,3.3,63,100,4.26,RU,1681337165
546,kondinskoye,59.6481,67.41,-1.41,97,91,2.41,RU,1681337165
